name,full_name,description,html_url,stars,forks,watchers,open_issues,language,topics,size_kb,license_name,created_at,updated_at,pushed_at,is_fork,archived
fabric-toolbox,microsoft/fabric-toolbox,"Fabric toolbox is a repository of tools, accelerators, scripts, and samples to accelerate your success with Microsoft Fabric, brought to you by Fabric CAT.",https://github.com/microsoft/fabric-toolbox,812,346,812,93,PowerShell,,526681,MIT,2023-06-21T17:05:01Z,2026-06-07T23:10:13Z,2026-06-05T23:33:26Z,False,False
codeql,microsoft/codeql,"CodeQL: the libraries and queries that power security researchers around the world, as well as code scanning in GitHub Advanced Security",https://github.com/microsoft/codeql,27,22,27,34,C#,,442435,MIT,2022-11-15T21:15:52Z,2026-06-07T23:09:42Z,2026-06-04T23:22:43Z,True,False
vscode-docs,microsoft/vscode-docs,Public documentation for Visual Studio Code,https://github.com/microsoft/vscode-docs,6536,5653,6536,111,Markdown,vscode,277035,NOASSERTION,2015-08-26T18:45:33Z,2026-06-07T22:58:36Z,2026-06-07T22:58:27Z,False,False
AIOpsLab,microsoft/AIOpsLab,"A holistic framework to enable the design, development, and evaluation of autonomous AIOps agents.",https://github.com/microsoft/AIOpsLab,891,160,891,21,Python,,32793,MIT,2024-10-11T00:44:00Z,2026-06-07T22:49:14Z,2026-06-05T20:57:32Z,False,False
clarity-agent,microsoft/clarity-agent,Distill intent. Surface failure modes. Keep the plan current.,https://github.com/microsoft/clarity-agent,220,24,220,11,Python,,12674,MIT,2026-04-29T21:37:41Z,2026-06-07T22:42:15Z,2026-06-07T19:02:26Z,False,False
rnx-kit,microsoft/rnx-kit,"Modern, scalable tools. Exceptional developer experience.",https://github.com/microsoft/rnx-kit,1723,118,1723,57,TypeScript,"android,cli,cross-platform,dependency-manager,desktop,desktop-development,developer-experience,developer-tools,devtools,ios,macos,mobile,mobile-development,monorepo,react-native,typescript,visionos,windows",140466,MIT,2019-11-15T21:38:13Z,2026-06-07T22:41:20Z,2026-06-07T22:02:37Z,False,False
LabanotationSuite,microsoft/LabanotationSuite,Microsoft Applied Robotics Research Library: LabanotationSuite - open source software tools to give service robots the ability to perform human-like gestures,https://github.com/microsoft/LabanotationSuite,51,20,51,6,JavaScript,,45853,MIT,2020-01-21T20:47:07Z,2026-06-07T22:40:04Z,2024-12-20T01:25:47Z,False,False
WindowsAppSDK,microsoft/WindowsAppSDK,"The Windows App SDK empowers all Windows desktop apps with modern Windows UI, APIs, and platform features, including back-compat support, shipped via NuGet.",https://github.com/microsoft/WindowsAppSDK,4587,444,4587,389,C++,"cpp,csharp,desktop,project-reunion,win32,winappsdk,windows,windows-10,windows-11,windows-app-sdk,winui,winui3,wpf",240066,MIT,2020-04-15T22:16:56Z,2026-06-07T22:38:23Z,2026-06-08T03:34:33Z,False,False
TypeChat,microsoft/TypeChat,TypeChat is a library that makes it easy to build natural language interfaces using types.,https://github.com/microsoft/TypeChat,8664,414,8664,69,TypeScript,"ai,llm,natural-language,types",2246,MIT,2023-06-20T00:52:38Z,2026-06-07T22:37:51Z,2026-06-03T16:50:44Z,False,False
AI-Engineering-Coach,microsoft/AI-Engineering-Coach,better agentic engineering,https://github.com/microsoft/AI-Engineering-Coach,1931,262,1931,33,TypeScript,,3323,MIT,2026-05-06T20:27:16Z,2026-06-07T22:32:46Z,2026-06-07T18:42:07Z,False,False
FinanceBenchmark,microsoft/FinanceBenchmark,Benchmark for Finance Agent in M365 Copilot,https://github.com/microsoft/FinanceBenchmark,2,0,2,2,Python,,32808,MIT,2026-04-21T22:28:50Z,2026-06-07T22:32:35Z,2026-05-29T01:10:33Z,False,False
MLOpsPython,microsoft/MLOpsPython,MLOps using Azure ML Services and Azure DevOps,https://github.com/microsoft/MLOpsPython,1311,1151,1311,83,Python,"azure-machine-learning,azureml,mlops",13162,MIT,2019-01-29T19:48:00Z,2026-06-07T22:31:33Z,2023-08-05T09:57:11Z,False,False
TypeAgent,microsoft/TypeAgent,Sample code that explores an architecture for using language models to build a personal agent that can work with application agents.,https://github.com/microsoft/TypeAgent,705,99,705,14,TypeScript,,100285,MIT,2024-07-16T17:01:25Z,2026-06-07T22:22:40Z,2026-06-07T05:05:58Z,False,False
waza,microsoft/waza,"CLI / Framework for Agent Skills - create, test, measure and improve skill quality and effectiveness",https://github.com/microsoft/waza,981,56,981,15,Go,,58304,MIT,2026-02-27T21:39:05Z,2026-06-07T22:18:19Z,2026-06-06T12:08:53Z,False,False
monaco-editor,microsoft/monaco-editor,A browser based code editor,https://github.com/microsoft/monaco-editor,46147,4073,46147,827,JavaScript,"browser,editor,monaco-editor,typescript,vscode",139431,MIT,2016-06-07T16:56:31Z,2026-06-07T22:15:57Z,2026-06-02T18:54:37Z,False,False
Agents-League-AISF-Regulations,microsoft/Agents-League-AISF-Regulations,"Rules, regulations, disclaimers and similar documentation for Agents League @AISF 2026",https://github.com/microsoft/Agents-League-AISF-Regulations,32,3,32,3,Other,,66,MIT,2026-05-14T21:55:22Z,2026-06-07T22:07:41Z,2026-05-18T22:17:49Z,False,False
beginners-series-rust,microsoft/beginners-series-rust,Beginner's Series to Rust,https://github.com/microsoft/beginners-series-rust,485,66,485,2,Rust,,925,MIT,2021-02-03T22:01:56Z,2026-06-07T22:04:35Z,2021-06-18T18:57:06Z,False,False
cookiecutter-rust-actix-clean-architecture,microsoft/cookiecutter-rust-actix-clean-architecture,Cookiecutter Rust Actix template for jumpstarting production-ready projects quickly. ,https://github.com/microsoft/cookiecutter-rust-actix-clean-architecture,262,28,262,4,Rust,,46,MIT,2023-02-08T09:13:52Z,2026-06-07T22:03:11Z,2024-07-26T11:30:32Z,False,False
ClimaX,microsoft/ClimaX,Foundation model for weather & climate,https://github.com/microsoft/ClimaX,697,105,697,11,Python,,19810,MIT,2022-12-08T17:43:46Z,2026-06-07T22:02:59Z,2023-09-30T17:02:35Z,False,False
Orchard,microsoft/Orchard,Orchard: An Open-Source Agentic Modeling Framework,https://github.com/microsoft/Orchard,79,4,79,3,Other,,1129,MIT,2026-04-10T02:26:57Z,2026-06-07T21:57:17Z,2026-06-03T04:47:02Z,False,False
CanadianBuildingFootprints,microsoft/CanadianBuildingFootprints,Computer generated building footprints for Canada,https://github.com/microsoft/CanadianBuildingFootprints,195,32,195,4,Other,,186,NOASSERTION,2019-01-22T22:54:17Z,2026-06-07T21:56:13Z,2024-11-07T17:19:17Z,False,False
TypeScript-React-Starter,microsoft/TypeScript-React-Starter,A starter template for TypeScript and React with a detailed README describing how to use the two together.,https://github.com/microsoft/TypeScript-React-Starter,11045,1205,11045,196,TypeScript,,161,MIT,2017-05-09T19:54:45Z,2026-06-07T21:54:22Z,2019-08-23T00:06:50Z,False,True
vscode-icons,microsoft/vscode-icons,Icons for Visual Studio Code,https://github.com/microsoft/vscode-icons,945,106,945,2,Other,"figma,icons,visual-studio-code",608,CC-BY-4.0,2019-08-02T17:21:59Z,2026-06-07T21:53:45Z,2022-05-23T20:34:49Z,False,False
copilot-camp,microsoft/copilot-camp,Hands-on labs for extending Microsoft 365 Copilot and building custom engine agents,https://github.com/microsoft/copilot-camp,603,156,603,102,C#,,794279,MIT,2024-01-31T16:31:33Z,2026-06-07T21:48:25Z,2026-05-28T06:10:57Z,False,False
Foundry-Local,microsoft/Foundry-Local,,https://github.com/microsoft/Foundry-Local,2349,322,2349,50,C++,"ai-sdk,chat-completions,foundry-local,gpu-acceleration,local-ai,microsoft,on-device-inference,onnx-runtime,speech-to-text,whisper",55501,NOASSERTION,2025-03-31T21:51:15Z,2026-06-07T21:45:31Z,2026-06-05T19:18:13Z,False,False
sarif-sdk,microsoft/sarif-sdk,".NET code and supporting files for working with the 'Static Analysis Results Interchange Format' (SARIF, see https://github.com/oasis-tcs/sarif-spec)",https://github.com/microsoft/sarif-sdk,224,100,224,435,C#,,115296,NOASSERTION,2015-11-05T21:26:46Z,2026-06-07T21:45:23Z,2026-06-07T21:46:19Z,False,False
pylance-release,microsoft/pylance-release,Documentation and issues for Pylance,https://github.com/microsoft/pylance-release,2085,1074,2085,275,Python,"code-analysis,language-server,language-server-protocol,python",15793,CC-BY-4.0,2020-05-21T16:50:15Z,2026-06-07T21:45:11Z,2026-06-04T23:22:12Z,False,False
calculator,microsoft/calculator,Windows Calculator: A simple yet powerful calculator that ships with Windows,https://github.com/microsoft/calculator,30955,5765,30955,473,C++,"cpp,csharp,uwp,windows,windows-10,windows-11,xaml",40059,MIT,2019-01-28T17:55:49Z,2026-06-07T21:34:56Z,2026-06-02T16:24:53Z,False,False
tgrep,microsoft/tgrep,Trigram-indexed grep with a client/server architecture for fast regex search in large codebases locally,https://github.com/microsoft/tgrep,17,4,17,1,Rust,,346,MIT,2026-04-03T15:50:37Z,2026-06-07T21:32:58Z,2026-05-09T06:28:12Z,False,False
Build26-BRK230-build-smarter-ai-systems-in-foundry-as-models-and-costs-evolve,microsoft/Build26-BRK230-build-smarter-ai-systems-in-foundry-as-models-and-costs-evolve,"Microsoft Build 2026 · Build smarter AI systems in Microsoft Foundry as models and costs evolve · Learn to hill climb across quality, cost and latency with a model playbook",https://github.com/microsoft/Build26-BRK230-build-smarter-ai-systems-in-foundry-as-models-and-costs-evolve,9,13,9,1,Other,"ai-development,benchmarking,build-2026,llm,microsoft-build,microsoft-foundry,model-selection",1100,MIT,2026-04-10T22:42:30Z,2026-06-07T21:28:23Z,2026-06-06T03:57:57Z,False,False
BCApps,microsoft/BCApps,Repository for collaboration on Microsoft Dynamics 365 Business Central applications.,https://github.com/microsoft/BCApps,593,380,593,204,AL,bcopensource,187190,MIT,2023-05-11T14:16:59Z,2026-06-07T21:12:25Z,2026-06-07T21:12:21Z,False,False
power-platform-skills,microsoft/power-platform-skills,"A plugin marketplace for Claude Code/GitHub Copilot that provides Power Platform development plugins, including reusable skills, agents, and commands for building and deploying solutions.",https://github.com/microsoft/power-platform-skills,346,66,346,35,JavaScript,"claude-code-plugin,claude-code-skills,code-apps,github-copilot-plugin,power-apps,power-pages,power-platform",11634,MIT,2026-01-21T18:25:14Z,2026-06-07T21:08:02Z,2026-06-07T23:23:44Z,False,False
